person_id,body_id,body_name,member_type,title,start_date,end_date
2220,210,GARVER BUILDING REUSE COMMITTEE (prior to 3-25-2008),Member,,2007-04-17,2008-06-20
2220,178,STREETCAR STUDY COMMITTEE (prior to 11-21-2007),Member,,2007-04-17,2007-11-21
2220,216,TAX INCREMENTAL FINANCING POLICY AD HOC COMMITTEE,Member,,2007-04-17,2009-03-31
2220,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2007-04-17,2013-04-15
2220,142,EAST WASHINGTON/CAPITOL GATEWAY BUILD STEERING COMMITTEE(prior to 01/20/2010) ,Member,,2007-08-07,2010-01-20
2220,251,DOWNTOWN HOTEL FEASIBILITY STUDY COMMITTEE (prior to 3-17-2009),Member,,2008-04-08,2009-03-17
2220,255,HOUSING DIVERSITY PLANNING AD HOC COMMITTEE (ended 5/2011),Member,,2009-02-03,2011-05-26
2220,12,MADISON ARTS COMMISSION,Member,,2009-04-21,2011-04-18
2220,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2009-05-05,2011-04-19
2220,267,CULTURAL PLAN STEERING COMMITTEE (ended 9/2013),Member,District 13 Alder,2009-10-20,2011-04-18
2220,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,District 13 Alder,2010-09-21,2011-07-05
2220,52,LANDMARKS COMMISSION,Member,Common Council Member,2011-04-19,2019-04-16
2220,3,PLAN COMMISSION,Member,Common Council Member,2011-05-01,2013-04-15
2220,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,,2011-10-18,2013-04-30
2220,284,MADISON LOCAL FOOD COMMITTEE (renamed Public Market Development Committee 12/2016),Member,Common Council Member,2011-09-06,2016-12-31
2220,287,UNION CORNERS AD HOC COMMITTEE (ended 6/2013),Member,Common Council Member,2012-05-15,2013-06-30
2220,295,EAST WASHINGTON AVENUE 800 BLOCK NORTH COMMITTEE (ended 4/2013),Member,Common Council Member,2012-10-30,2013-04-09
2220,300,SOUTH CAPITOL DISTRICT PLANNING COMMITTEE (ended 2/9/2015),Member,Common Council Member,2013-03-05,2015-02-09
2220,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2013-04-16,2015-04-21
2220,12,MADISON ARTS COMMISSION,Member,Common Council Member,2013-04-16,2015-04-21
2220,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2013-04-16,2015-04-21
2220,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2013-04-30,2015-04-21
2220,283,ADMINISTRATIVE REVIEW BOARD,Member,Common Council Member,2013-04-30,2014-04-15
2220,267,CULTURAL PLAN STEERING COMMITTEE (ended 9/2013),Member,Common Council Member,2013-07-02,2013-09-05
2220,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,Pedestrian/Bicycle/Motor Vehicle Commission Member,2013-08-06,2015-04-21
2220,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Landmarks Commission Member (Alder),2014-05-06,2019-04-16
2220,309,GARVER FEED MILL CRITERIA  AND SELECTION COMMITTEE (ended 4/2015),Member,District 10 Alder,2014-05-06,2015-04-21
2220,310,CAPITOL EAST DISTRICT COMMITTEE (ended 2/2017),Member,District 6 Alder,2014-09-02,2017-02-10
2220,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2015-04-21,2017-04-18
2220,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2015-04-21,2017-04-18
2220,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council President Pro Tem,2016-04-19,2017-04-18
2220,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Board of Estimates Member (Alder),2016-05-17,2017-04-18
2220,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2017-01-01,2021-04-20
2220,1324,FINANCE COMMITTEE,Member,Common Council President,2017-04-18,2018-04-17
2220,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2017-04-18,2017-10-16
2220,1327,PRESIDENT'S WORK GROUP ON POLICE & COMMUNITY RELATIONS (ended 5/2017),Member,Common Council President,2017-04-18,2017-05-17
2220,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2017-04-18,2018-04-17
2220,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate Common Council Member,2018-05-01,2019-04-16
2220,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Common Council Member,2019-04-16,2020-05-19
2220,3,PLAN COMMISSION,Member,Common Council Member,2019-04-16,2021-04-20
2220,36,WATER UTILITY BOARD,Member,Common Council Member,2019-04-16,2021-04-20
2220,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Council President Recommendation (Alder),2019-04-19,2021-04-20
2220,1357,PRESIDENT'S WORK GROUP TO REVIEW ADMINISTRATIVE PROCEDURE MEMORANDA (APM) APPLICABLE TO ALDERS (ended 5/2021),Member,Common Council Member,2019-09-03,2021-04-20
2220,288,COMMITTEE ON AGING,Member,Common Council Member,2020-04-21,2021-01-26
2220,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Resident Member,2021-08-31,2022-04-19
2220,12,MADISON ARTS COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
2220,1324,FINANCE COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
2220,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2023-04-18,2024-01-11
2220,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
2930,44,DOWNTOWN COORDINATING COMMITTEE,Member,,2007-04-17,2009-04-20
2930,50,HOUSING COMMITTEE (ended 6/2012),Member,,2007-04-17,2009-04-20
2930,232,JAMES MADISON PARK PROPERTY PLANNING COMMITTEE (work completed 1-14-2009),Member,,2007-04-17,2009-01-15
2930,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2007-04-17,2009-04-20
2930,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,,2007-04-17,2009-04-20
2930,225,REGENT STREET-SOUTH CAMPUS PLAN STEERING COMMITTEE (prior to 7-1-2008),Member,,2007-04-17,2008-07-01
2930,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,,2007-04-17,2009-04-20
2930,199,LANDLORD AND TENANT ISSUES SUBCOMMITTEE (ended 6/2012),Member,,2007-04-19,2009-04-20
2930,249,FRANCES PLAZA PUBLIC ART SELECTION COMMITTEE (work completed 8-5-2008),Member,,2008-03-18,2008-08-08
2930,125,PUBLIC SAFETY COMMUNICATIONS CENTER BOARD (Dane County) (ended 5/2019),Member,Common Council or Citizen Member,2007-05-15,2008-05-19
2930,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,,2009-06-16,2010-08-06
2930,272,MADISON CITY CHANNEL AD HOC ADVISORY COMMITTEE (ended 8/2010),Member,,2010-02-23,2010-08-06
2930,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Resident Member,2018-02-06,2020-05-19
2284,169,VERONA ROAD/WEST BELTLINE HIGHWAY ADVISORY COMMITTEE (prior to 3-7-2005),Member,,2001-07-03,2005-03-07
2284,48,EQUAL OPPORTUNITIES COMMISSION,Member,,2005-09-20,2007-04-16
2284,184,ALLIED AREA TASK FORCE,Member,District 10 Alder,2007-04-17,2013-04-15
2284,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,,2007-04-17,2011-04-18
2284,48,EQUAL OPPORTUNITIES COMMISSION,Member,,2007-04-17,2013-04-15
2284,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2007-04-17,2013-04-16
2284,225,REGENT STREET-SOUTH CAMPUS PLAN STEERING COMMITTEE (prior to 7-1-2008),Member,,2007-04-17,2008-07-01
2284,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,,2007-04-17,2011-04-18
2284,218,"PARKING STRATEGIC PLAN, AD HOC COMMITTEE TO DEVELOP (ended 4/2012)",Member,,2007-06-19,2011-04-19
2284,255,HOUSING DIVERSITY PLANNING AD HOC COMMITTEE (ended 5/2011),Member,,2009-02-03,2011-05-26
2284,261,LOW INCOME BUS PASS PROGRAM COMMITTEE (ended 6/2010),Member,,2009-06-16,2010-06-01
2284,4,BOARD OF ESTIMATES (ended 4/2017),Member,,2011-04-19,2013-04-15
2788,204,LONG RANGE METRO TRANSIT PLANNING AD HOC COMMITTEE,Member,,2006-09-19,2008-09-16
2788,4,BOARD OF ESTIMATES (ended 4/2017),Member,,2007-04-17,2013-04-15
2788,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,,2007-04-17,2009-04-20
2788,195,SUSTAINABLE DESIGN AND ENERGY COMMITTEE (ended 6/2012),Member,,2007-04-17,2011-04-18
2788,224,WARNER PARK COMMUNITY RECREATION CENTER ADVISORY SUBCOMMITTEE (ended 3-2023),Member,,2007-04-17,2013-04-15
2788,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2007-05-01,2009-04-21
2788,103,BOARD OF EDUCATION - COMMON COUNCIL LIAISON COMMITTEE (prior to 6/12/2012),Member,,2007-06-19,2011-04-18
2788,142,EAST WASHINGTON/CAPITOL GATEWAY BUILD STEERING COMMITTEE(prior to 01/20/2010) ,Member,,2007-08-07,2010-01-20
2788,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,,2007-10-16,2009-06-01
2788,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,Common Council Member,2008-02-26,2013-02-05
2788,257,COMMITTEE ON SWEATFREE PURCHASES (Ended 6-2024),Member,Board of Estimates Member (Alder),2009-05-05,2013-04-16
2788,266,SUSTAINABLE CITY AD HOC SUBCOMMITTEE FOR THE PUBLIC SECTOR (ended 3/2011),Member,District 13 Alder,2009-10-06,2011-03-24
2788,50,HOUSING COMMITTEE (ended 6/2012),Member,,2010-10-19,2011-04-18
2788,277,REAPPORTIONMENT & REDISTRICTING AD HOC COMMITTEE (ended 8/2011),Member,District 13 Alder,2011-02-01,2011-08-02
2788,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council Member,2011-04-19,2013-04-15
2788,267,CULTURAL PLAN STEERING COMMITTEE (ended 9/2013),Member,,2011-04-19,2013-04-16
2788,12,MADISON ARTS COMMISSION,Member,Common Council Member,2011-04-19,2013-04-15
2788,115,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN INC (ended 1-2020),Member,,2011-06-21,2013-04-15
2788,284,MADISON LOCAL FOOD COMMITTEE (renamed Public Market Development Committee 12/2016),Member,Common Council Member,2011-09-06,2013-04-15
2788,195,SUSTAINABLE DESIGN AND ENERGY COMMITTEE (ended 6/2012),Member,,2012-02-07,2012-06-12
2788,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2012-05-01,2013-04-16
2788,286,"EMERGING NEIGHBORHOODS FUND WORKGROUP, AD HOC (ended 7/2012)",Member,District 13 Alder,2012-05-01,2012-07-03
2788,287,UNION CORNERS AD HOC COMMITTEE (ended 6/2013),Member,Common Council Member,2012-05-15,2013-04-16
2788,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2012-02-07,2013-04-15
2788,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2012-10-16,2013-04-15
2788,294,MADISON FOOD POLICY COUNCIL,Member,Resident Member,2013-06-01,2019-04-16
2788,1330,OSCAR MAYER STRATEGIC ASSESSMENT COMMITTEE (ended 2/2019),Member,Resident Member,2017-10-03,2019-02-05
2788,1324,FINANCE COMMITTEE,Member,Mayor,2019-04-16,2027-04-20
2605,50,HOUSING COMMITTEE (ended 6/2012),Member,,2005-06-21,2007-04-30
2605,225,REGENT STREET-SOUTH CAMPUS PLAN STEERING COMMITTEE (prior to 7-1-2008),Member,,2007-01-02,2007-04-16
2605,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,,2007-04-17,2011-04-18
2605,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2007-04-17,2011-04-18
2605,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2007-04-17,2011-04-18
2605,3,PLAN COMMISSION,Member,,2007-05-01,2011-04-30
2605,225,REGENT STREET-SOUTH CAMPUS PLAN STEERING COMMITTEE (prior to 7-1-2008),Member,,2007-04-17,2008-07-01
2605,128,SOUTH MADISON HEALTH AND FAMILY CENTER-HARAMBEE (ended 3/2011),Member,,2007-04-17,2011-03-15
2605,132,ZOO COMMISSION - HENRY VILAS,Member,,2007-04-17,2011-04-18
2605,137,CDA HOUSING OPERATIONS SUBCOMMITTEE (prior to 9-15-2009),Member,,2007-06-05,2008-09-09
2605,196,CDA LONG RANGE PLANNING SUBCOMMITTEE (prior to 4-2-2009),Member,,2007-07-03,2009-04-21
2605,107,MADISON HOUSING AUTHORITY,Member,,2007-08-07,2011-04-18
2605,113,BAYVIEW FOUNDATION BOARD,Member,District 13 Alder,2007-05-01,2011-04-18
2605,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,Common Council or Citizen Member,2008-02-26,2009-04-20
2605,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,,2009-04-21,2011-04-30
2605,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,District 13 Alder,2010-01-05,2010-09-21
2605,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,,2010-05-04,2011-04-30
55,9,BOARD OF PUBLIC WORKS,Member,,2003-09-02,2007-04-16
55,32,AFFIRMATIVE ACTION COMMISSION,Chair,,1995-04-18,2007-04-16
55,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2007-04-17,2015-04-21
55,227,CENTRAL PARK DESIGN AND IMPLEMENTATION TASK FORCE (ended 6/2011),Member,,2007-04-17,2011-06-07
55,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,,2007-04-17,2010-04-30
55,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2007-04-17,2015-04-21
55,9,BOARD OF PUBLIC WORKS,Member,,2007-04-17,2010-01-05
55,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2007-05-01,2008-04-15
55,204,LONG RANGE METRO TRANSIT PLANNING AD HOC COMMITTEE,Member,Common Council or Citizen Member,2008-01-08,2008-09-16
55,145,FACILITIES PROGRAMS AND FEES SUBCOMMITTEE (Parks),Member,,2007-07-17,2008-02-13
55,145,FACILITIES PROGRAMS AND FEES SUBCOMMITTEE (Parks),Member,Common Council or Citizen Member,2008-02-26,2009-03-02
55,166,SWIMMING POOL AD HOC COMMITTEE (prior to 6-25-2009),Member,,2008-04-08,2009-06-25
55,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2008-09-02,2015-04-21
55,154,PARKS LONG RANGE PLANNING SUBCOMMITTEE,Member,Board of Park Commissioners Member,2009-07-21,2015-04-21
55,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,District 13 Alder,2010-01-05,2011-04-18
55,292,PAYMENTS IN LIEU OF TAXES (PILOT) TASK FORCE (ended 8/2013),Member,Common Council Member,2012-07-17,2013-08-06
55,300,SOUTH CAPITOL DISTRICT PLANNING COMMITTEE (ended 2/9/2015),Member,Common Council Member,2013-04-30,2015-02-09
55,309,GARVER FEED MILL CRITERIA  AND SELECTION COMMITTEE (ended 4/2015),Member,Common Council Member,2014-05-06,2015-04-21
55,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Board of Estimates Member (Alder),2015-03-17,2015-04-21
55,9,BOARD OF PUBLIC WORKS,Member,Adult City Resident,2017-03-07,2025-06-05
2931,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,District 13 Alder,2007-04-17,2011-04-18
2931,26,BOARD OF PARK COMMISSIONERS,Member,,2007-04-17,2009-04-20
2931,59,SENIOR CITIZENS ADVISORY COMMITTEE (ended 5/2012),Member,,2007-04-17,2009-04-20
2931,166,SWIMMING POOL AD HOC COMMITTEE (prior to 6-25-2009),Member,,2007-04-17,2009-06-25
2931,224,WARNER PARK COMMUNITY RECREATION CENTER ADVISORY SUBCOMMITTEE (ended 3-2023),Member,,2007-04-17,2011-04-18
2931,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2007-05-01,2011-04-18
2931,154,PARKS LONG RANGE PLANNING SUBCOMMITTEE,Member,,2007-07-17,2009-04-21
2931,232,JAMES MADISON PARK PROPERTY PLANNING COMMITTEE (work completed 1-14-2009),Member,,2007-09-04,2009-01-15
2931,36,WATER UTILITY BOARD,Member,,2007-09-04,2010-02-23
2931,118,GREATER MADISON CONVENTION AND VISITORS BUREAU BOARD,Member,,2008-04-16,2009-04-21
2931,250,TRANSIENT AND OCCUPANCY (TOT) STUDY COMMITTEE (ended 12/2009),Member,,2008-03-18,2009-12-10
2931,39,CITY-COUNTY LIAISON COMMITTEE,Member,,2008-09-02,2010-02-02
2931,255,HOUSING DIVERSITY PLANNING AD HOC COMMITTEE (ended 5/2011),Member,,2009-02-03,2011-04-18
2931,145,FACILITIES PROGRAMS AND FEES SUBCOMMITTEE (Parks),Member,,2009-03-03,2009-04-21
2931,50,HOUSING COMMITTEE (ended 6/2012),Member,,2009-04-21,2010-10-19
2931,3,PLAN COMMISSION,Member,,2009-04-21,2011-04-30
1779,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,,2005-06-21,2007-06-04
1779,4,BOARD OF ESTIMATES (ended 4/2017),Member,,2007-04-17,2010-05-03
1779,211,PLATINUM BIKING CITY PLANNING COMMITTEE (prior to 11-18-2008),Member,,2007-04-17,2008-11-18
1779,103,BOARD OF EDUCATION - COMMON COUNCIL LIAISON COMMITTEE (prior to 6/12/2012),Member,,2007-06-19,2009-04-21
1779,247,"NEIGHBORHOOD SUPPORT OFFICE, ADVISORY COMMITTEE TO GUIDE DEVELOPMENT & IMPLEMENTATION OF THE (prior to 1-2009)",Member,,2008-04-08,2009-01-02
1779,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2008-04-22,2010-05-03
1779,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2008-09-02,2015-04-21
1779,255,HOUSING DIVERSITY PLANNING AD HOC COMMITTEE (ended 5/2011),Member,,2009-02-03,2011-05-26
1779,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2009-04-21,2018-08-06
1779,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2010-01-05,2018-08-06
1779,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Chair,,2010-05-04,2011-04-19
1779,4,BOARD OF ESTIMATES (ended 4/2017),Member,,2010-05-04,2011-04-18
1779,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,,2010-05-04,2011-04-19
1779,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2011-04-19,2018-08-06
1779,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2011-04-19,2017-04-18
1779,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2011-05-03,2012-04-17
1779,287,UNION CORNERS AD HOC COMMITTEE (ended 6/2013),Member,Common Council Member,2012-05-15,2013-06-30
1779,295,EAST WASHINGTON AVENUE 800 BLOCK NORTH COMMITTEE (ended 4/2013),Member,Common Council Member,2012-10-30,2013-04-09
1779,297,TIF POLICY REVIEW AD HOC COMMITTEE (ended 4/2014),Member,Economic Development Committee Member (Alder),2013-01-22,2014-04-01
1779,306,DIGITAL TECHNOLOGY COMMITTEE (ended 11-2021),Member,Common Council Member,2013-12-03,2018-08-06
1779,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Alternate Common Council Member,2014-05-06,2015-04-21
1779,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Economic Development Committee Member (Alder),2014-05-06,2017-03-20
1779,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2015-05-05,2016-04-19
1779,1320,TRANSPORTATION ORDINANCE REVIEW AD HOC COMMITTEE - ended 7/2017,Member,,2016-02-23,2017-07-14
1779,1322,ROOM TAX COMMISSION,Member,Common Council Member,2016-06-21,2018-08-06
1779,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2017-04-18,2018-08-06
1779,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Common Council President or Designee,2017-03-21,2018-04-17
1779,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2018-05-01,2018-08-08
2932,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,,2007-04-17,2009-04-20
2932,118,GREATER MADISON CONVENTION AND VISITORS BUREAU BOARD,Member,,2007-04-17,2008-04-15
2932,156,MONONA TERRACE BOOKING EVENT ASSISTANCE ADVISORY COMMITTEE,Member,,2007-05-15,2008-12-01
2932,242,VENDING OVERSIGHT COMMITTEE (prior to 8-4-2009),Member,Common Council or Citizen Member,2007-11-01,2009-08-03
2932,248,EMERGING NEIGHBORHOODS FUND COMMITTEE (end 12/2008),Member,Common Council or Citizen Member,2008-02-26,2008-12-01
2932,17,VENDING OVERSIGHT COMMITTEE (prior to 11-01-2007),Member,,2007-04-17,2007-10-31
2932,263,VENDING OVERSIGHT COMMITTEE,Member,,2009-08-04,2011-04-18
1718,134,"ALCOHOL USE IN PARKS AND CENTRAL CITY, AD HOC COMMITTEE TO INVESTIGATE (ended 3/2006)",Member,,2004-06-01,2006-03-21
1718,110,POLICE AND FIRE COMMISSION,Member,,2004-09-21,2009-04-17
1718,6,PUBLIC HEALTH COMMISSION (prior to 4-29-2005),Member,,2000-12-05,2005-04-29
1718,176,CIVIL RIGHTS DEPT AD HOC COMMITTEE (prior to 6-21-2005),Member,,2005-01-04,2005-07-26
1718,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,,2009-04-21,2012-04-30
1718,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,,2009-04-21,2011-04-18
1718,103,BOARD OF EDUCATION - COMMON COUNCIL LIAISON COMMITTEE (prior to 6/12/2012),Member,,2009-04-21,2012-06-12
1718,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 5 Alder,2009-04-21,2018-03-29
1718,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2009-05-05,2011-04-19
1718,261,LOW INCOME BUS PASS PROGRAM COMMITTEE (ended 6/2010),Member,,2009-06-16,2010-06-01
1718,262,COMPLETE COUNT COMMITTEE (ended 5/2010),Member,District 13 Alder,2009-10-06,2010-10-01
1718,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2010-01-05,2019-04-16
1718,39,CITY-COUNTY LIAISON COMMITTEE,Member,,2011-04-19,2012-08-06
1718,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2011-05-03,2012-04-17
1718,4,BOARD OF ESTIMATES (ended 4/2017),Member,,2012-04-17,2013-04-15
1718,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2012-05-01,2013-04-16
1718,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,,2012-05-01,2013-04-16
1718,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2009-04-21,2021-04-20
1718,293,JUDGE DOYLE SQUARE COMMITTEE  (ended 2/2014),Member,Common Council Member,2012-09-18,2014-02-28
1718,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2012-10-16,2015-10-05
1718,297,TIF POLICY REVIEW AD HOC COMMITTEE (ended 4/2014),Member,Council President Recommendation (Alder),2013-01-22,2014-04-01
1718,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Alternate Common Council Member,2013-04-30,2014-04-29
1718,283,ADMINISTRATIVE REVIEW BOARD,Member,Alternate Common Council Member,2013-04-30,2014-04-15
1718,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2014-05-06,2017-04-18
1718,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Council President Recommendation (Alder),2014-05-06,2019-04-16
1718,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council Member,2015-04-21,2021-04-20
1718,1327,PRESIDENT'S WORK GROUP ON POLICE & COMMUNITY RELATIONS (ended 5/2017),Member,Common Council Member,2017-04-18,2017-05-17
1718,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2017-05-02,2019-04-16
1718,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CSC Alder,2017-06-20,2021-04-20
1718,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 5 Alder,2018-04-17,2021-04-20
1718,1324,FINANCE COMMITTEE,Member,Common Council President,2019-04-17,2020-04-21
1718,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2019-04-16,2020-04-21
1718,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2019-04-30,2020-04-21
1718,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate - Immediate Past Common Council President,2020-04-21,2021-04-20
1718,1358,ALDER WORKGROUP TO DEVELOP LOGISTICS & OPERATIONAL DETAILS FOR MPD INDEPENDENT CIVILIAN OVERSIGHT (ended 8/2020),Member,Common Council Member,2020-06-16,2020-08-03
1718,1324,FINANCE COMMITTEE,Member,Common Council Member,2020-10-06,2021-04-20
1718,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-01-04,2021-04-20
1718,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Mayoral Designee,2021-04-20,2027-04-20
1718,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Community Representative,2021-06-01,2025-03-11
1718,1385,COMMUNITY RESOURCES COMMITTEE,Member,Neighborhood Engagement/Community Well-being Representative,2025-10-28,2028-04-18
3219,142,EAST WASHINGTON/CAPITOL GATEWAY BUILD STEERING COMMITTEE(prior to 01/20/2010) ,Member,,2009-04-21,2010-01-20
3219,50,HOUSING COMMITTEE (ended 6/2012),Member,,2009-04-21,2012-06-12
3219,52,LANDMARKS COMMISSION,Member,,2009-04-21,2011-04-18
3219,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,,2009-04-21,2011-04-30
3219,258,SISTER CITY COLLABORATION COMMITTEE (prior to 9/7/2010),Member,,2009-04-21,2010-09-07
3219,199,LANDLORD AND TENANT ISSUES SUBCOMMITTEE (ended 6/2012),Member,,2009-04-21,2012-06-12
3219,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,,2009-06-16,2013-04-15
